entity_addr,entity_total_trans_fulton_all_yr,pct_entity_total_trans_fulton_all_yr
1165 EDIE 30312,2.0,0.001761292083872729
1165 GRAYMONT 30310,2.0,0.001761292083872729
1165 LUCILE 30310,1.0,0.0008806460419363645
1165 MCLYNN 30306,1.0,0.0008806460419363645
1165 MONROE 30306,3.0,0.0026419381258090935
1165 MOUNT PARAN 30327,1.0,0.0008806460419363645
1165 OCTAVIA 30315,1.0,0.0008806460419363645
1165 PINE RIDGE 30324,2.0,0.001761292083872729
1165 REGENCY 30327,2.0,0.001761292083872729
1165 RIDGEMONT 94521,1.0,0.0008806460419363645
1165 RUGGLESTONE 30097,1.0,0.0008806460419363645
1165 TUCKAWANNA 30310,1.0,0.0008806460419363645
1165 TUCKAWANNA 30311,2.0,0.001761292083872729
1165 ZIMMER 30306,2.0,0.001761292083872729
11650 ALPHARETTA 30076,2.0,0.001761292083872729
1166 BYRNWYCK 30319,1.0,0.0008806460419363645
1166 CUMBERLAND 30306,1.0,0.0008806460419363645
1166 EAST ROCK SPRINGS 30306,1.0,0.0008806460419363645
1166 FOUNTAIN DRIVE 30314,1.0,0.0008806460419363645
1166 OXFORD 30306,1.0,0.0008806460419363645
1166 ROCK SPRINGS 30306,1.0,0.0008806460419363645
1166 ROCKMART 30144,4.0,0.003522584167745458
1166 SAINT CHARLES 30306,2.0,0.001761292083872729
1167 CAHABA 30311,1.0,0.0008806460419363645
1167 FOSTER 30318,1.0,0.0008806460419363645
1167 HUBBARD 30310,1.0,0.0008806460419363645
1167 OAKDALE 30307,3.0,0.0026419381258090935
1167 OAKLAND 30307,1.0,0.0008806460419363645
1167 PENN 30315,2.0,0.001761292083872729
1167 SAINT LOUIS 30306,1.0,0.0008806460419363645
1167 STREAM VIEW 30062,1.0,0.0008806460419363645
1168 BAYLOR 30318,6.0,0.005283876251618187
1168 BILTMORE 30329,1.0,0.0008806460419363645
1168 BLAZING RIDGE 30046,1.0,0.0008806460419363645
1168 EGGLESTON 30310,2.0,0.001761292083872729
1168 KIPLING 30315,1.0,0.0008806460419363645
1168 MC LYNN 30306,2.0,0.001761292083872729
1168 SAINT LOUIS 30306,4.0,0.003522584167745458
1168 SEVEN SPRINGS 30068,1.0,0.0008806460419363645
1168 STERLING 11213,1.0,0.0008806460419363645
1168 VICKERS 30316,3.0,0.0026419381258090935
1169 ATLANTIC 30318,2.0,0.001761292083872729
1169 MILMAR 30327,2.0,0.001761292083872729
1169 OLD INDIAN SPRINGS 31029,1.0,0.0008806460419363645
1169 SUMMERSTONE 30168,1.0,0.0008806460419363645
1169 UNIVERSITY 30306,2.0,0.001761292083872729
1169 VICTORIA 30319,2.0,0.001761292083872729
117 ATLANTA 30315,1.0,0.0008806460419363645
117 BOWEN 30315,2.0,0.001761292083872729
117 BROMACK 30315,1.0,0.0008806460419363645
117 COUNTRY CLUB 8221,1.0,0.0008806460419363645
117 ETHEL 30281,1.0,0.0008806460419363645
117 HUNTER 27025,1.0,0.0008806460419363645
117 LAKELAND 30305,4.0,0.003522584167745458
117 LAKEVIEW 31792,1.0,0.0008806460419363645
117 LOBLOLLY 30269,1.0,0.0008806460419363645
117 LOVE 30188,2.0,0.001761292083872729
117 MONTGOMERY FERRY 30309,2.0,0.001761292083872729
117 OAKWIND 30101,3.0,0.0026419381258090935
117 OAKWIND POINTE 30101,22.0,0.01937421292260002
117 OAKWIND POINTE 30102,1.0,0.0008806460419363645
117 PARKWOOD 30635,1.0,0.0008806460419363645
117 PEARL 30316,1.0,0.0008806460419363645
117 RIDGE 36303,1.0,0.0008806460419363645
117 SELMAN 30316,1.0,0.0008806460419363645
117 TULLAMORE 30290,1.0,0.0008806460419363645
117 WINDFIELDS 30188,2.0,0.001761292083872729
1170 AMSTERDAM 30306,1.0,0.0008806460419363645
1170 CAHABA 30311,1.0,0.0008806460419363645
1170 CANTER 30324,1.0,0.0008806460419363645
1170 CLUB 30319,2.0,0.001761292083872729
1170 COOL SPRINGS 30144,2.0,0.001761292083872729
1170 EDGEFIELD 30310,1.0,0.0008806460419363645
1170 FOUNTAIN 30314,4.0,0.003522584167745458
1170 GILBERT 30316,2.0,0.001761292083872729
1170 HAYNES BRIDGE 30009,1.0,0.0008806460419363645
1170 MILWAUKEE 60642,1.0,0.0008806460419363645
1170 MOUNT PARAN 30327,2.0,0.001761292083872729
1170 OGILVIE 30324,2.0,0.001761292083872729
1170 PEACHTREE 30309,2.0,0.001761292083872729
1170 WILMINGTON 30310,1.0,0.0008806460419363645
1170 WOODLAND 30316,1.0,0.0008806460419363645
1170 WOODS 30324,2.0,0.001761292083872729
11700 HAYNES BRIDGE 30009,1.0,0.0008806460419363645
1171 BRAEMAR 30311,1.0,0.0008806460419363645
1171 CAHABA 30311,1.0,0.0008806460419363645
1171 CHURCH 30318,2.0,0.001761292083872729
1171 EASTERN 11213,1.0,0.0008806460419363645
1171 EDIE 30312,4.0,0.003522584167745458
1171 EGGLESTON 30310,1.0,0.0008806460419363645
1171 EWING 30310,5.0,0.004403230209681822
1171 GRAYMONT 30310,1.0,0.0008806460419363645
1171 INDALE 30310,2.0,0.001761292083872729
1171 NORTHMOOR 30327,4.0,0.003522584167745458
1171 OAK 30310,2.0,0.001761292083872729
1171 REEDER 30306,1.0,0.0008806460419363645
1171 ROSEDALE 30306,1.0,0.0008806460419363645
1171 SECOND 30318,1.0,0.0008806460419363645
1171 STONE HEDGE 30318,1.0,0.0008806460419363645
1171 WOODLAND 30316,4.0,0.003522584167745458
1172 ALEXANDRIA 30319,1.0,0.0008806460419363645
1172 CAPRICE 30127,1.0,0.0008806460419363645
1172 DAVIS 30318,2.0,0.001761292083872729
1172 MC DANIEL 30310,1.0,0.0008806460419363645
1172 PACES FERRY 30327,2.0,0.001761292083872729
1172 RAGLEY HALL 30319,1.0,0.0008806460419363645
1172 SAINT LOUIS 30306,2.0,0.001761292083872729
1172 WARFIELD 30318,2.0,0.001761292083872729
1172 WESLEY 30327,3.0,0.0026419381258090935
11725 HAZELBRAND 30014,1.0,0.0008806460419363645
1173 CANTON 30075,1.0,0.0008806460419363645
1173 CONCORD 30080,7.0,0.006164522293554553
1173 FENWOOD 30314,1.0,0.0008806460419363645
1173 MOTON 30315,2.0,0.001761292083872729
1173 OGILVIE 30324,4.0,0.003522584167745458
1173 ROSEWOOD 30306,3.0,0.0026419381258090935
1173 SAINT LOUIS 30306,4.0,0.003522584167745458
1173 STEPHENSON 30087,1.0,0.0008806460419363645
1173 VIRGINIA 30306,2.0,0.001761292083872729
11738 CHANTICLEER 32507,2.0,0.001761292083872729
1174 EDIE 30312,2.0,0.001761292083872729
1174 EGGLESTON 30310,2.0,0.001761292083872729
1174 FOREST 30260,1.0,0.0008806460419363645
1174 KIPLING 30315,2.0,0.001761292083872729
1174 OGLETHORPE 30310,3.0,0.0026419381258090935
1174 WILMINGTON 30310,1.0,0.0008806460419363645
1175 ATLANTIC 30318,1.0,0.0008806460419363645
1175 BEECH HAVEN 30324,2.0,0.001761292083872729
1175 CARLO WOODS 30331,1.0,0.0008806460419363645
1175 DANNER 30316,1.0,0.0008806460419363645
1175 FOSTER 30318,1.0,0.0008806460419363645
1175 GARIBALDI 30310,1.0,0.0008806460419363645
1175 GILBERT 30316,3.0,0.0026419381258090935
1175 GILBERT 30317,1.0,0.0008806460419363645
1175 MARKA 30004,1.0,0.0008806460419363645
1175 MOTON 30315,1.0,0.0008806460419363645
1175 PEACHTREE 30361,1.0,0.0008806460419363645
1175 PINE RIDGE 30324,2.0,0.001761292083872729
1175 PINEVILLE 37405,1.0,0.0008806460419363645
1175 STATE 30318,1.0,0.0008806460419363645
1175 WARFIELD 30318,2.0,0.001761292083872729
1175 WARREN 30318,1.0,0.0008806460419363645
1175 WOODLAND 30316,1.0,0.0008806460419363645
1175 WOODS 30324,2.0,0.001761292083872729
1176 ATLANTIC 30318,1.0,0.0008806460419363645
1176 EASTRIDGE 30311,1.0,0.0008806460419363645
1176 MONROE 30306,2.0,0.001761292083872729
1176 VICKERS 30316,1.0,0.0008806460419363645
1177 ARBOR PARK 30311,1.0,0.0008806460419363645
1177 CONCORD 30080,1.0,0.0008806460419363645
1177 EAST ROCK SPRINGS 30306,1.0,0.0008806460419363645
1177 EDIE 30312,1.0,0.0008806460419363645
1177 EDIE 30316,1.0,0.0008806460419363645
1177 MERRILL 30310,1.0,0.0008806460419363645
1177 MORLEY 30312,2.0,0.001761292083872729
1177 MOTON 30315,1.0,0.0008806460419363645
1177 NILES 30318,1.0,0.0008806460419363645
1177 REEDER 30306,1.0,0.0008806460419363645
1177 ROCK SPRINGS 30306,1.0,0.0008806460419363645
11770 HAYNES BRIDGE 30009,5.0,0.004403230209681822
1178 BAYLOR 30318,2.0,0.001761292083872729
1178 DAVIS 30318,2.0,0.001761292083872729
1178 DONNELLY 30310,3.0,0.0026419381258090935
1178 GUN CLUB 30318,1.0,0.0008806460419363645
1178 OAK 30310,1.0,0.0008806460419363645
1178 OCTAVIA 30315,1.0,0.0008806460419363645
1178 ROXBORO 30324,2.0,0.001761292083872729
1178 VISTA TRAIL 30324,1.0,0.0008806460419363645
1178 WILMINGTON 30310,1.0,0.0008806460419363645
1179 CAHABA 30311,2.0,0.001761292083872729
1179 EWING 30310,1.0,0.0008806460419363645
1179 FAIR 30314,1.0,0.0008806460419363645
1179 FOSTER 30318,1.0,0.0008806460419363645
1179 GILBERT 30316,2.0,0.001761292083872729
1179 MILMAR 30327,1.0,0.0008806460419363645
1179 MONROE 30306,2.0,0.001761292083872729
1179 STATE 30318,4.0,0.003522584167745458
11795 CARRIAGE PARK 30097,1.0,0.0008806460419363645
118 BRIGHTON 30309,3.0,0.0026419381258090935
118 BURBANK 30314,1.0,0.0008806460419363645
118 CHESTER 30316,1.0,0.0008806460419363645
118 DAHLIA 30314,1.0,0.0008806460419363645
118 KASEY 30189,3.0,0.0026419381258090935
118 LAKE 30314,1.0,0.0008806460419363645
118 MARSDEN 11434,2.0,0.001761292083872729
118 NELLIE BROOK 30126,1.0,0.0008806460419363645
118 NICOLE 30134,1.0,0.0008806460419363645
118 PICKENS 30263,1.0,0.0008806460419363645
118 RIDGELAND 30305,2.0,0.001761292083872729
118 SPRINGFIELD 11411,2.0,0.001761292083872729
118 STAFFORD 30314,5.0,0.004403230209681822
118 TERRACE 30305,3.0,0.0026419381258090935
118 TRENTON 30126,1.0,0.0008806460419363645
118 WINDSONG 30281,13.0,0.011448398545172739
1180 CARDINAL 30311,2.0,0.001761292083872729
1180 COMPTON 30024,3.0,0.0026419381258090935
1180 EAST BEECHWOOD 30327,2.0,0.001761292083872729
1180 EDIE 30312,2.0,0.001761292083872729
1180 EMPIRE 30329,1.0,0.0008806460419363645
1180 FRANCIS 30318,6.0,0.005283876251618187
1180 GILBERT 30316,2.0,0.001761292083872729
1180 LANIER 30306,4.0,0.003522584167745458
1180 MAYLAND 30310,1.0,0.0008806460419363645
1180 NORTHMOOR 30327,2.0,0.001761292083872729
1180 PEACHTREE 30309,2.0,0.001761292083872729
1180 RAYMOND 7102,1.0,0.0008806460419363645
1180 REGENCY CENTER 30331,2.0,0.001761292083872729
1180 ROXBORO 30324,2.0,0.001761292083872729
1180 SHERIDAN 30324,3.0,0.0026419381258090935
1180 STATE 30318,5.0,0.004403230209681822
1180 VICKERS 30316,2.0,0.001761292083872729
1180 WATER FRONT 30642,1.0,0.0008806460419363645
1181 ARLINGTON 30310,1.0,0.0008806460419363645
1181 BRAEMAR 30311,2.0,0.001761292083872729
1181 CARDINAL 30311,1.0,0.0008806460419363645
1181 LYNHURST 30311,1.0,0.0008806460419363645
1181 MABLETON 30126,2.0,0.001761292083872729
1181 REGENCY 30327,1.0,0.0008806460419363645
1181 SUMTER 23187,1.0,0.0008806460419363645
1181 TRENTON 30126,25.0,0.022016151048409115
1181 WARFIELD 30318,1.0,0.0008806460419363645
1181 WOODLAND 30316,1.0,0.0008806460419363645
11812 SAN VICENTE 90049,1.0,0.0008806460419363645
1182 CHATHAM 30311,1.0,0.0008806460419363645
1182 GREENWICH 30310,1.0,0.0008806460419363645
1182 JIMSON 30013,1.0,0.0008806460419363645
1182 NILES 30318,2.0,0.001761292083872729
11825 JAMES RICHARD 28277,1.0,0.0008806460419363645
1183 BELLAIRE 30319,2.0,0.001761292083872729
1183 DAWN VIEW 30327,2.0,0.001761292083872729
1183 EDIE 30303,1.0,0.0008806460419363645
1183 EDIE 30308,1.0,0.0008806460419363645
1183 EWING 30310,2.0,0.001761292083872729
1183 LENOX 30306,2.0,0.001761292083872729
1183 MERRILL 30310,1.0,0.0008806460419363645
1183 SCENIC VIEW 30044,1.0,0.0008806460419363645
11835 CARMEL MOUNTAIN 92128,1.0,0.0008806460419363645
1184 METROPOLITAN 30310,1.0,0.0008806460419363645
1185 AVONDALE 30312,4.0,0.003522584167745458
1185 BARNES 30318,4.0,0.003522584167745458
1185 COLLIER 30318,2.0,0.001761292083872729
1185 CONVERSE 30324,2.0,0.001761292083872729
1185 DONNINGTON 30045,1.0,0.0008806460419363645
1185 FOSTER 30318,1.0,0.0008806460419363645
1185 GRENADA 10466,1.0,0.0008806460419363645
1185 HIGHLAND 30306,1.0,0.0008806460419363645
1185 HIGHTOWER 30350,1.0,0.0008806460419363645
1185 KIPLING 30315,1.0,0.0008806460419363645
1185 LANIER 30306,4.0,0.003522584167745458
1185 LONGVIEW 30093,1.0,0.0008806460419363645
1185 MOUNT PARAN 30327,4.0,0.003522584167745458
1185 MT PARAN 30327,2.0,0.001761292083872729
1185 REGENCY CENTER 30331,2.0,0.001761292083872729
1185 SHERRINGTON 30083,2.0,0.001761292083872729
1185 SUNHILL 30043,4.0,0.003522584167745458
11850 FAIRWAY OVERLOOK 30215,2.0,0.001761292083872729
1186 EDIE 30312,3.0,0.0026419381258090935
1186 MARYLAND 30310,1.0,0.0008806460419363645
1187 CAHABA 30311,2.0,0.001761292083872729
1187 CLEBURNE 30307,3.0,0.0026419381258090935
1187 DANNER 30316,2.0,0.001761292083872729
1187 EDIE 30312,4.0,0.003522584167745458
1187 SHELBY 30093,1.0,0.0008806460419363645
1188 AVON 30310,1.0,0.0008806460419363645
1188 CHATHAM 30311,2.0,0.001761292083872729
1188 CONVERSE 30324,2.0,0.001761292083872729
1188 EWING 30310,2.0,0.001761292083872729
1188 GEORGIA V6E4A,1.0,0.0008806460419363645
1188 LANIER 30306,2.0,0.001761292083872729
1188 WOODLAND 30316,1.0,0.0008806460419363645
1189 ARGONNE 30324,2.0,0.001761292083872729
1189 ATLANTIC 30318,3.0,0.0026419381258090935
1189 BARNES 30318,4.0,0.003522584167745458
1189 FOSTER 30318,1.0,0.0008806460419363645
1189 LENOX 30306,2.0,0.001761292083872729
1189 OLD GREYSTONE 30058,1.0,0.0008806460419363645
119 BRIGHTON 30309,2.0,0.001761292083872729
119 FIFTH 10003,1.0,0.0008806460419363645
119 GRASSY OAK 30045,1.0,0.0008806460419363645
119 LEATHERS 30314,1.0,0.0008806460419363645
119 LYNHURST 30311,1.0,0.0008806460419363645
119 ORMOND 30315,2.0,0.001761292083872729
119 OZONE 30314,1.0,0.0008806460419363645
119 PUTNAM 30342,1.0,0.0008806460419363645
119 RAYMOND 92831,1.0,0.0008806460419363645
119 ROBIN HOOD 30309,2.0,0.001761292083872729
119 ROYAL PARADE 3052,1.0,0.0008806460419363645
119 SHADY 31750,1.0,0.0008806460419363645
119 STEWART 31522,1.0,0.0008806460419363645
119 TERRACE 30305,3.0,0.0026419381258090935
119 TERRELL 30458,1.0,0.0008806460419363645
119 WRIGHT HILL 27712,5.0,0.004403230209681822
1190 ATLANTIC 30318,1.0,0.0008806460419363645
1190 CHANDLER RIDGE 30045,1.0,0.0008806460419363645
1190 CRABAPPLE LAKE 30076,1.0,0.0008806460419363645
1190 FRANCIS 30318,1.0,0.0008806460419363645
1190 NEW BRITAIN 30331,1.0,0.0008806460419363645
1190 REGENCY CENTER 30331,2.0,0.001761292083872729
1190 WESLEY 30327,3.0,0.0026419381258090935
1190 WEST PACES FERRY 30327,1.0,0.0008806460419363645
1190 WEST WESLEY 30327,1.0,0.0008806460419363645
11900 GRIFFING 33161,1.0,0.0008806460419363645
11905 MORNING MIST 30005,1.0,0.0008806460419363645
1191 CONWAY 30327,3.0,0.0026419381258090935
1191 DANNER 30316,2.0,0.001761292083872729
1191 LANIER 30306,2.0,0.001761292083872729
1191 MICA LAMP 30316,2.0,0.001761292083872729
1191 WESLEY 30327,1.0,0.0008806460419363645
1191 WEST CONWAY 30327,1.0,0.0008806460419363645
1191 WINDSOR 30310,1.0,0.0008806460419363645
11917 STERLING OAKS 30319,1.0,0.0008806460419363645
1192 BARNES 30318,2.0,0.001761292083872729
1192 DAVIS 30318,1.0,0.0008806460419363645
1192 HOLLY 30318,1.0,0.0008806460419363645
1193 BELLAIRE 30319,2.0,0.001761292083872729
1193 EDIE 30312,1.0,0.0008806460419363645
1193 FOSTER 30318,3.0,0.0026419381258090935
1193 FOUNTAIN 30314,2.0,0.001761292083872729
11935 BROKEN BOUGH 77024,1.0,0.0008806460419363645
11935 PIERCE 91342,1.0,0.0008806460419363645
11936 CRESTWOOD 37341,1.0,0.0008806460419363645
1194 DAWN VIEW 30327,2.0,0.001761292083872729
1194 LENOX 30306,1.0,0.0008806460419363645
1194 LENOX CIRCLE 30306,1.0,0.0008806460419363645
1194 OAKLAND 30310,3.0,0.0026419381258090935
11948 BRADY 32223,1.0,0.0008806460419363645
1195 BEECHWOOD 30327,3.0,0.0026419381258090935
1195 CAHABA 30311,3.0,0.0026419381258090935
1195 EAST BEECHWOOD 30327,1.0,0.0008806460419363645
1195 KINGSTON 30314,1.0,0.0008806460419363645
1195 KINGSTON 30342,2.0,0.001761292083872729
1195 MILTON 30315,2.0,0.001761292083872729
1195 NILES 30310,1.0,0.0008806460419363645
1195 NILES 30318,1.0,0.0008806460419363645
1195 OCTAVIA 30315,1.0,0.0008806460419363645
1195 ORIOLE 30311,1.0,0.0008806460419363645
1195 THORNWELL 30319,1.0,0.0008806460419363645
1195 WESLEY 30327,3.0,0.0026419381258090935
1195 WEST WESLEY 30327,1.0,0.0008806460419363645
11955 OLMSTEAD 30215,1.0,0.0008806460419363645
1196 CONVERSE 30324,2.0,0.001761292083872729
1196 DAVIS 30318,4.0,0.003522584167745458
1196 FRANCIS 30318,2.0,0.001761292083872729
1196 OLEANDER 30314,2.0,0.001761292083872729
1196 ROXBORO 30324,3.0,0.0026419381258090935
1196 TUCKAWANNA 30311,2.0,0.001761292083872729
11967 CLIMBING FERN 33579,1.0,0.0008806460419363645
1197 FOSTER 30318,1.0,0.0008806460419363645
1197 ROXBORO 30324,2.0,0.001761292083872729
1197 SAN MARINO 91108,3.0,0.0026419381258090935
1198 BELLAIRE 30342,1.0,0.0008806460419363645
1198 CASCADE 30311,1.0,0.0008806460419363645
1198 EDIE 30312,1.0,0.0008806460419363645
1198 KIPLING 30315,1.0,0.0008806460419363645
1198 MILMAR 30327,4.0,0.003522584167745458
1199 ARGONNE 30324,2.0,0.001761292083872729
1199 BARNES 30318,5.0,0.004403230209681822
1199 EDIE 30312,1.0,0.0008806460419363645
1199 HUFF 30318,7.0,0.006164522293554553
1199 MILMAR 30327,4.0,0.003522584167745458
1199 OGLETHORPE 30319,1.0,0.0008806460419363645
1199 PLACE 30310,1.0,0.0008806460419363645
1199 ROXBORO 30324,1.0,0.0008806460419363645
1199 SAINT ANDREWS 30338,1.0,0.0008806460419363645
1199 WARFIELD 30318,2.0,0.001761292083872729
11993 FOXBORO 90049,1.0,0.0008806460419363645
12 ARC 30305,1.0,0.0008806460419363645
12 BOHLER 30327,3.0,0.0026419381258090935
12 BOHLER MEWS 30327,1.0,0.0008806460419363645
12 BOHLER POINTE 30327,2.0,0.001761292083872729
12 CHATHAM 30305,4.0,0.003522584167745458
12 DOCTORS 1966,10.0,0.008806460419363645
12 GRAYSBURG 30120,2.0,0.001761292083872729
12 INTERLOCHEN 30342,2.0,0.001761292083872729
12 JACKSON 30312,1.0,0.0008806460419363645
12 LEATHERS 30314,1.0,0.0008806460419363645
12 LIBERTY 11419,4.0,0.003522584167745458
12 NACOOCHEE 30305,2.0,0.001761292083872729
12 NORMANDY 30324,3.0,0.0026419381258090935
12 PARKSIDE 30342,4.0,0.003522584167745458
12 VALE CLOSE 30324,1.0,0.0008806460419363645
12 VERNON 30305,2.0,0.001761292083872729
12 WHITE 30318,1.0,0.0008806460419363645
12 WIEUCA 30342,2.0,0.001761292083872729
120 17TH 30309,1.0,0.0008806460419363645
120 4TH 30214,1.0,0.0008806460419363645
120 ADAIR 30215,1.0,0.0008806460419363645
120 ASHLAND 30307,4.0,0.003522584167745458
120 BURBANK 30314,1.0,0.0008806460419363645
120 CARRIAGE 92707,1.0,0.0008806460419363645
120 CASALS 10475,1.0,0.0008806460419363645
120 CHAPPELL 30314,1.0,0.0008806460419363645
120 DELMOOR 30311,1.0,0.0008806460419363645
120 DONA 70448,2.0,0.001761292083872729
120 DOWNING 30214,4.0,0.003522584167745458
120 EL MONTE 30349,1.0,0.0008806460419363645
120 ESTORIA 30316,2.0,0.001761292083872729
120 FLAT SHOALS 30316,2.0,0.001761292083872729
120 FOREST 12065,1.0,0.0008806460419363645
120 FORESTSIDE 30349,1.0,0.0008806460419363645
120 GLADHOUSE 30215,1.0,0.0008806460419363645
120 HERRON 30349,7.0,0.006164522293554553
120 IBIS 32779,1.0,0.0008806460419363645
120 LAKELAND 30305,4.0,0.003522584167745458
120 LAUREL FOREST 30342,4.0,0.003522584167745458
120 LIBERTY 11419,1.0,0.0008806460419363645
120 LODGE 30215,1.0,0.0008806460419363645
120 MADDOX 30309,2.0,0.001761292083872729
120 MAYFAIR 30213,1.0,0.0008806460419363645
120 MERLIN 30214,2.0,0.001761292083872729
120 MIMOSA 30030,1.0,0.0008806460419363645
120 PARK 30315,4.0,0.003522584167745458
120 PEACHTREE 30305,4.0,0.003522584167745458
120 PEACHTREE 30309,1.0,0.0008806460419363645
120 PEACHTREE BATTLE 30305,2.0,0.001761292083872729
120 RALPH MCGILL 30308,4.0,0.003522584167745458
120 REHOBOTH 30331,1.0,0.0008806460419363645
120 RIMEL 30349,1.0,0.0008806460419363645
120 RIVERSIDE 60606,69.0,0.06076457689360915
120 ROBIN WOOD 30075,1.0,0.0008806460419363645
120 SCENIC COURT 30215,1.0,0.0008806460419363645
120 SELMAN 30316,2.0,0.001761292083872729
120 SERPENTINE 24014,1.0,0.0008806460419363645
120 SISSON 30317,2.0,0.001761292083872729
120 STANDING OAK 30214,1.0,0.0008806460419363645
120 TERRACE 30305,5.0,0.004403230209681822
120 THORNE RIDGE 30214,1.0,0.0008806460419363645
120 UNION 22314,3.0,0.0026419381258090935
120 VANIRA 30315,1.0,0.0008806460419363645
120 VISTA 10550,2.0,0.001761292083872729
120 WEST PRESTON 30022,1.0,0.0008806460419363645
120 WINDSOR 30328,16.0,0.014090336670981833
120 WINDSOR COVE 30328,5.0,0.004403230209681822
1200 4TH 33040,1.0,0.0008806460419363645
1200 63RD 73116,1.0,0.0008806460419363645
1200 ABERNATHY 30328,5.0,0.004403230209681822
1200 ATLANTIC 30318,2.0,0.001761292083872729
1200 AZALEA 30013,1.0,0.0008806460419363645
1200 BELLAIRE 30319,1.0,0.0008806460419363645
1200 BROOKHAVEN PARK 30319,1.0,0.0008806460419363645
1200 BUCKHEAD 30189,1.0,0.0008806460419363645
1200 CONWAY 30327,1.0,0.0008806460419363645
1200 DOGWOOD 30642,1.0,0.0008806460419363645
1200 FRANCIS 30318,1.0,0.0008806460419363645
1200 GRANT 80203,1.0,0.0008806460419363645
1200 GREYSTONE 30040,2.0,0.001761292083872729
1200 GUN CLUB 30318,1.0,0.0008806460419363645
1200 HWY 74 30269,3.0,0.0026419381258090935
1200 LIONSGATE 30094,1.0,0.0008806460419363645
1200 MOORES MILL 30327,1.0,0.0008806460419363645
1200 MOUNT CARMEL 30253,1.0,0.0008806460419363645
1200 MOUNT PARAN 30327,3.0,0.0026419381258090935
1200 PENNSYLVANIA 30253,13.0,0.011448398545172739
1200 PENNSYLVNIA 30253,1.0,0.0008806460419363645
1200 PINE GROVE 30319,1.0,0.0008806460419363645
1200 REDFORD 30315,2.0,0.001761292083872729
1200 WHARTON 30318,1.0,0.0008806460419363645
1200 WING 30350,1.0,0.0008806460419363645
1201 CLIFTON 30307,1.0,0.0008806460419363645
1201 HIDDENBROOK 30024,1.0,0.0008806460419363645
1201 LYNWAY 30311,1.0,0.0008806460419363645
1201 PEACHTREE 30309,8.0,0.007045168335490916
1201 PEACHTREE 30361,21.0,0.018493566880663653
1201 REDFORD 30315,1.0,0.0008806460419363645
1201 WEST PEACHTREE 30309,1.0,0.0008806460419363645
12015 LIBERTY 11419,1.0,0.0008806460419363645
1202 MONROE 30306,4.0,0.003522584167745458
1202 SEAGLER 77042,1.0,0.0008806460419363645
1202 ZACK HINTON 30252,1.0,0.0008806460419363645
12020 HICKORY 30004,1.0,0.0008806460419363645
12023 ALTA CARMEL 92128,1.0,0.0008806460419363645
12025 KING 30075,1.0,0.0008806460419363645
1203 CLEBURNE 30307,4.0,0.003522584167745458
1203 SOUTHERN 31093,1.0,0.0008806460419363645
1203 STATE 30318,1.0,0.0008806460419363645
1203 WOODLAND 30316,1.0,0.0008806460419363645
12030 HICKORY 30004,2.0,0.001761292083872729
1204 BOWSER 75081,1.0,0.0008806460419363645
1204 DRUID KNOLL 30319,1.0,0.0008806460419363645
1204 MARTIN LUTHER KING JR 30314,1.0,0.0008806460419363645
1204 MEADOWBROOK 30189,2.0,0.001761292083872729
1204 MILTON 30315,3.0,0.0026419381258090935
1204 WESTRIDGE 30311,1.0,0.0008806460419363645
1204 WHARTON 30318,1.0,0.0008806460419363645
1204 WOODLAND 30316,2.0,0.001761292083872729
12045 CAMERON 30097,1.0,0.0008806460419363645
1205 COLLIER 30318,1.0,0.0008806460419363645
1205 CONWAY 30327,2.0,0.001761292083872729
1205 JOHNSON FERRY 30068,3.0,0.0026419381258090935
1205 LANIER 30306,4.0,0.003522584167745458
1205 OAK LOCH 30093,1.0,0.0008806460419363645
1205 WOODS 30324,1.0,0.0008806460419363645
1206 LANIER 30306,2.0,0.001761292083872729
1206 MARTIN LUTHER KING JR 30314,1.0,0.0008806460419363645
1206 MARTIN LUTHER KNG JR 30314,1.0,0.0008806460419363645
1206 MONROE 30306,4.0,0.003522584167745458
1206 TREMONT 61801,1.0,0.0008806460419363645
12060 KING 30075,1.0,0.0008806460419363645
12068 BROADWAY 90061,1.0,0.0008806460419363645
1207 BARNES 30318,1.0,0.0008806460419363645
1207 CAHABA 30311,1.0,0.0008806460419363645
1207 MCGILL 30312,1.0,0.0008806460419363645
1207 NILES 30318,4.0,0.003522584167745458
1207 PAUL 93711,1.0,0.0008806460419363645
1207 WESTVIEW 30310,1.0,0.0008806460419363645
1208 AVINGTON GLEN 30045,2.0,0.001761292083872729
1208 BARNES 30318,1.0,0.0008806460419363645
1208 BIDWELL V6G 2,1.0,0.0008806460419363645
1208 RIVERSOUND 30068,1.0,0.0008806460419363645
1208 RIVERSOUND 30368,1.0,0.0008806460419363645
12088 COTTON 30009,2.0,0.001761292083872729
1209 HOLLY 30318,1.0,0.0008806460419363645
1209 ORANGE 19801,1.0,0.0008806460419363645
1209 PACES FOREST 30327,3.0,0.0026419381258090935
121 ADAIR 30315,1.0,0.0008806460419363645
121 BOWEN 30315,1.0,0.0008806460419363645
121 CRUMLEY 30312,4.0,0.003522584167745458
121 FULTON 30312,1.0,0.0008806460419363645
121 HABITAT 31709,1.0,0.0008806460419363645
121 HUNTINGTON 30309,2.0,0.001761292083872729
121 KENYON 30316,4.0,0.003522584167745458
121 MARTIN LUTHER KING 30303,2.0,0.001761292083872729
